车牌号,运营状态,GPS速度,行驶方向,卫星定位时间,经度,纬度,海拔高度
R371,18,190,2020/1/7 23:59,118.118288,24.486573,1,
31796,0,0,2020/1/7 23:59,118.161845,24.452656,1,
N756,0,324,2020/1/7 23:59,118.147328,24.546238,1,
32983,32.7,280,2020/1/7 23:59,118.18236,24.488101,1,
K719,0,239,2020/1/7 23:59,118.106908,24.477106,1,
R528,20.7,88,2020/1/7 23:59,118.150155,24.48902,2,
Q903,21.1,122,2020/1/7 23:59,118.147606,24.479405,2,
Q183,0,52,2020/1/7 23:59,118.101188,24.524678,2,
H218,0,0,2020/1/7 23:59,118.085517,24.448935,2,
L223,0,0,2020/1/7 23:59,118.109443,24.517776,1,
H707,33.7,256,2020/1/7 23:59,118.099965,24.469178,1,
L999,40.7,93,2020/1/7 23:59,118.153265,24.488685,2,
P639,0,138,2020/1/7 23:59,118.072035,24.453393,1,
N963,0,316,2020/1/7 23:59,118.158,24.489966,1,
N765,22.9,300,2020/1/7 23:59,118.16264,24.492328,1,
39535,67.8,196,2020/1/7 23:59,118.234515,24.581256,1,
Q807,13.6,322,2020/1/7 23:59,118.086625,24.456676,1,
R578,35.6,152,2020/1/7 23:59,118.113906,24.513871,1,
6015,25.7,278,2020/1/7 23:59,118.169868,24.496401,2,
N733,0,80,2020/1/7 23:59,118.134535,24.515753,2,
31619,27.5,294,2020/1/7 23:59,118.104063,24.4645,1,
31976,50.8,302,2020/1/7 23:59,118.07615,24.620608,1,
29317,27.6,146,2020/1/7 23:59,118.0797,24.449676,2,
13630,14.3,0,2020/1/7 23:59,118.141073,24.479146,2,
R665,18,58,2020/1/7 23:59,118.150206,24.529073,1,
R697,0,242,2020/1/7 23:59,118.159085,24.447766,1,
N786,30.5,326,2020/1/7 23:59,118.101498,24.472655,1,
15982,68,12,2020/1/7 23:59,118.115516,24.478563,2,
N131,0,0,2020/1/7 23:59,118.097106,24.488803,1,
Q760,65.6,228,2020/1/7 23:59,118.133211,24.535418,2,
P622,27.8,180,2020/1/7 23:59,118.115223,24.478826,2,
H879,0.3,12,2020/1/7 23:59,118.112357,24.475335,1,
10908,24.1,184,2020/1/7 23:59,118.08618,24.471278,1,
10510,13.6,10,2020/1/7 23:59,118.124776,24.498255,1,
N086,48.7,82,2020/1/7 23:59,118.119803,24.479281,2,
R579,18.4,40,2020/1/7 23:59,118.120556,24.481148,2,
R692,0,0,2020/1/7 23:59,118.115116,24.478383,1,
P523,40.7,60,2020/1/7 23:59,118.141195,24.521411,2,
K718,31.4,261,2020/1/7 23:59,118.150815,24.525711,1,
Q197,75.9,178,2020/1/7 23:59,118.170246,24.492916,2,
K900,0,235,2020/1/7 23:59,118.118775,24.485423,1,
H931,48.8,86,2020/1/7 23:59,118.129372,24.47881,1,
L681,18.5,98,2020/1/7 23:59,118.070671,24.637795,1,
13159,31.4,21,2020/1/7 23:59,118.144556,24.730146,1,
H663,48,94,2020/1/7 23:59,118.136435,24.511305,1,
J111,24.6,79,2020/1/7 23:59,118.119787,24.48779,1,
E811,0.2,263,2020/1/7 23:59,118.07121,24.473985,1,
E866,0.6,284,2020/1/7 23:59,118.0125,24.467727,1,
H890,73.6,294,2020/1/7 23:59,118.067996,24.566905,2,
K108,0.1,340,2020/1/7 23:59,118.080433,24.495668,1,
H277,45.6,251,2020/1/7 23:59,118.10816,24.471162,1,
10102,0,225,2020/1/7 23:59,118.155378,24.740013,1,
L998,37,188,2020/1/7 23:59,118.11579,24.481073,2,
K962,29.6,289,2020/1/7 23:59,118.158401,24.482378,1,
L681,18.5,98,2020/1/7 23:59,118.070671,24.637795,1,
16363,21.3,338,2020/1/7 23:59,118.092531,24.507386,2,
Q581,0,22,2020/1/7 23:59,118.116391,24.4822,1,
K953,46.3,229,2020/1/7 23:59,117.990758,24.592693,2,
11519,0,206,2020/1/7 23:59,118.11483,24.430903,1,
N520,45.3,92,2020/1/7 23:59,118.145866,24.479528,2,
23675,22.8,240,2020/1/7 23:59,118.110248,24.472236,2,
31087,11,126,2020/1/7 23:59,118.11173,24.459276,1,
R171,10.4,184,2020/1/7 23:59,118.149431,24.49368,2,
P822,32.2,70,2020/1/7 23:59,118.10807,24.486506,1,
R312,70.7,150,2020/1/7 23:59,118.145693,24.458255,2,
L976,0,232,2020/1/7 23:59,118.089226,24.459401,2,
K999,0,319,2020/1/7 23:59,118.130676,24.539006,1,
N375,0,278,2020/1/7 23:59,118.071388,24.473831,1,
Q055,77.7,272,2020/1/7 23:59,118.137275,24.480623,2,
29012,0,0,2020/1/7 23:59,118.132243,24.537211,1,
R171,10.4,184,2020/1/7 23:59,118.149431,24.49368,2,
R969,14.7,250,2020/1/7 23:59,118.070313,24.638211,2,
P883,7.2,60,2020/1/7 23:59,118.112585,24.480663,1,
30257,15.9,134,2020/1/7 23:59,118.044896,24.492363,1,
K697,16.6,160,2020/1/7 23:59,118.173565,24.508185,1,
P888,20.5,152,2020/1/7 23:59,118.125366,24.495345,1,
25799,36.4,228,2020/1/7 23:59,118.132853,24.53528,2,
L073,0,217,2020/1/7 23:59,118.129035,24.538553,1,
N723,0,56,2020/1/7 23:59,118.045471,24.610763,1,
K886,57.4,320,2020/1/7 23:59,118.1644,24.461946,1,
N190,0,0,2020/1/7 23:59,118.156791,24.483916,1,
36901,0,0,2020/1/7 23:59,118.034546,24.496151,1,
Q560,53,210,2020/1/7 23:59,118.146063,24.475485,2,
N765,22.9,300,2020/1/7 23:59,118.16264,24.492328,1,
N800,0,352,2020/1/7 23:59,118.090781,24.48497,1,
11352,57.7,204,2020/1/7 23:59,118.054021,24.561911,2,
6886,0,194,2020/1/7 23:59,118.140988,24.492853,1,
K651,12.9,109,2020/1/7 23:59,118.117361,24.485436,2,
37395,19,348,2020/1/7 23:59,118.12157,24.501151,2,
N851,33.3,76,2020/1/7 23:59,118.146321,24.524286,1,
R310,24.2,150,2020/1/7 23:59,118.14504,24.54054,2,
P881,36.4,106,2020/1/7 23:59,118.158853,24.541316,1,
R550,0,156,2020/1/7 23:59,118.139596,24.523741,1,
22316,0,262,2020/1/7 23:59,118.074683,24.480506,2,
P323,0,124,2020/1/7 23:59,118.227683,24.567258,1,
12903,19.6,4,2020/1/7 23:59,118.120821,24.481716,1,
R207,64.9,16,2020/1/7 23:59,118.170578,24.497611,2,
P653,53.5,242,2020/1/7 23:59,118.132105,24.502256,2,
Q277,18.3,194,2020/1/7 23:59,118.083453,24.465495,2,
R770,37.8,88,2020/1/7 23:59,118.11224,24.509688,2,
6080,18.6,84,2020/1/7 23:59,118.09594,24.53059,1,
N953,79.6,186,2020/1/7 23:59,118.184843,24.505478,2,
Q976,23.9,40,2020/1/7 23:59,118.098385,24.471578,2,
P583,12.2,252,2020/1/7 23:59,118.123536,24.516005,1,
P893,0,298,2020/1/7 23:59,118.114236,24.474751,1,
K700,0,311,2020/1/7 23:59,118.09576,24.51416,1,
Q229,15.4,286,2020/1/7 23:59,118.144931,24.474028,1,
Q198,0,34,2020/1/7 23:59,118.1132,24.61142,2,
R369,10,200,2020/1/7 23:59,118.141405,24.494715,1,
N317,18.3,16,2020/1/7 23:59,118.12445,24.524888,1,
31796,0,0,2020/1/7 23:59,118.161845,24.452656,1,
K600,0,26,2020/1/7 23:59,118.060003,24.56323,1,
N999,52.4,106,2020/1/7 23:59,118.159731,24.477373,1,
16572,66.2,212,2020/1/7 23:59,118.041481,24.496953,2,
K326,0,327,2020/1/7 23:59,118.102756,24.469371,2,
R211,0,142,2020/1/7 23:59,118.101243,24.525318,2,
36553,40.7,207,2020/1/7 23:59,118.118741,24.442598,1,
7.00E+03,0,0,2020/1/7 23:59,118.064095,24.630636,1,
P180,0,0,2020/1/7 23:59,118.163171,24.505485,1,
K696,0,166,2020/1/7 23:59,118.121705,24.504765,1,
L085,25.9,151,2020/1/7 23:59,118.106235,24.477503,2,
P516,76.1,304,2020/1/7 23:59,118.111691,24.534195,2,
L616,53.7,76,2020/1/7 23:59,118.14613,24.524235,2,
L522,79.6,311,2020/1/7 23:59,118.10165,24.552146,2,
K823,75.9,13,2020/1/7 23:59,118.133121,24.501345,2,
P732,0,232,2020/1/7 23:59,118.134121,24.537675,1,
K207,0,76,2020/1/7 23:59,118.245693,24.604981,1,
K235,42.1,200,2020/1/7 23:59,118.147941,24.488673,1,
L508,0,228,2020/1/7 23:59,118.12865,24.538216,1,
28180,0,252,2020/1/7 23:59,118.182298,24.517233,1,
12519,10.4,126,2020/1/7 23:59,118.072235,24.45319,2,
R775,4.7,124,2020/1/7 23:59,118.151838,24.486615,1,
N806,0,124,2020/1/7 23:59,118.120161,24.466615,9,
7058,3.8,198,2020/1/7 23:59,118.070635,24.638301,1,
L623,33.3,294,2020/1/7 23:59,118.164053,24.496138,1,
K290,0,5,2020/1/7 23:59,118.130135,24.509,1,
R888,0,314,2020/1/7 23:59,118.146261,24.547395,1,
